selection_split,counterfactual_split,pass_name,mutation,status,error,original_objective,mutated_objective,delta_objective,original_mean_norm,mutated_mean_norm,delta_mean_norm,original_worsen_rate,mutated_worsen_rate,delta_worsen_rate,mutated_sequence
validation,selection,module(elim-avail-extern),delete_first,ok,,0.7677389075310889,1.0689535708079325,0.30121466327684365,0.7542389075310889,1.0044535708079325,0.2502146632768436,0.09,0.43,0.33999999999999997,"[np.str_('module(attributor)'), np.str_('module(iroutliner)'), np.str_('function(dse)'), np.str_('function(gvn-sink)'), np.str_('module(attributor)'), 'function(gvn-hoist)', np.str_('function(newgvn)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(globalopt)'), np.str_('module(scc-oz-module-inliner)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(scc-oz-module-inliner)')]"
validation,selection,module(elim-avail-extern),duplicate_after_first,ok,,0.7677389075310889,0.7677389075310889,0.0,0.7542389075310889,0.7542389075310889,0.0,0.09,0.09,0.0,"[np.str_('module(attributor)'), np.str_('module(elim-avail-extern)'), 'module(elim-avail-extern)', np.str_('module(iroutliner)'), np.str_('function(dse)'), np.str_('function(gvn-sink)'), np.str_('module(attributor)'), 'function(gvn-hoist)', np.str_('function(newgvn)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(globalopt)'), np.str_('module(scc-oz-module-inliner)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(scc-oz-module-inliner)')]"
validation,selection,module(elim-avail-extern),append_once,ok,,0.7677389075310889,0.7677389075310889,0.0,0.7542389075310889,0.7542389075310889,0.0,0.09,0.09,0.0,"[np.str_('module(attributor)'), np.str_('module(elim-avail-extern)'), np.str_('module(iroutliner)'), np.str_('function(dse)'), np.str_('function(gvn-sink)'), np.str_('module(attributor)'), 'function(gvn-hoist)', np.str_('function(newgvn)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(globalopt)'), np.str_('module(scc-oz-module-inliner)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(scc-oz-module-inliner)'), 'module(elim-avail-extern)']"
validation,selection,module(scc-oz-module-inliner),delete_first,ok,,0.7677389075310889,0.7982733571891769,0.030534449658088048,0.7542389075310889,0.7832733571891769,0.02903444965808799,0.09,0.1,0.010000000000000009,"[np.str_('module(attributor)'), np.str_('module(elim-avail-extern)'), np.str_('module(iroutliner)'), np.str_('function(dse)'), np.str_('function(gvn-sink)'), np.str_('module(attributor)'), 'function(gvn-hoist)', np.str_('function(newgvn)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(globalopt)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(scc-oz-module-inliner)')]"
validation,selection,module(scc-oz-module-inliner),delete_all,ok,,0.7677389075310889,1.4603981281069445,0.6926592205758556,0.7542389075310889,1.3373981281069445,0.5831592205758556,0.09,0.82,0.73,"[np.str_('module(attributor)'), np.str_('module(elim-avail-extern)'), np.str_('module(iroutliner)'), np.str_('function(dse)'), np.str_('function(gvn-sink)'), np.str_('module(attributor)'), 'function(gvn-hoist)', np.str_('function(newgvn)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(globalopt)'), np.str_('module(attributor)'), np.str_('module(attributor)')]"
validation,selection,module(scc-oz-module-inliner),duplicate_after_first,ok,,0.7677389075310889,0.7672360215282029,-0.0005028860028859494,0.7542389075310889,0.753736021528203,-0.0005028860028859494,0.09,0.09,0.0,"[np.str_('module(attributor)'), np.str_('module(elim-avail-extern)'), np.str_('module(iroutliner)'), np.str_('function(dse)'), np.str_('function(gvn-sink)'), np.str_('module(attributor)'), 'function(gvn-hoist)', np.str_('function(newgvn)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(globalopt)'), np.str_('module(scc-oz-module-inliner)'), 'module(scc-oz-module-inliner)', np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(scc-oz-module-inliner)')]"
validation,selection,module(scc-oz-module-inliner),append_once,ok,,0.7677389075310889,0.7672360215282029,-0.0005028860028859494,0.7542389075310889,0.753736021528203,-0.0005028860028859494,0.09,0.09,0.0,"[np.str_('module(attributor)'), np.str_('module(elim-avail-extern)'), np.str_('module(iroutliner)'), np.str_('function(dse)'), np.str_('function(gvn-sink)'), np.str_('module(attributor)'), 'function(gvn-hoist)', np.str_('function(newgvn)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(globalopt)'), np.str_('module(scc-oz-module-inliner)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(scc-oz-module-inliner)'), 'module(scc-oz-module-inliner)']"
validation,selection,module(globalopt),delete_first,ok,,0.7677389075310889,0.9391721823712557,0.1714332748401668,0.7542389075310889,0.8896721823712557,0.13543327484016676,0.09,0.33,0.24000000000000002,"[np.str_('module(attributor)'), np.str_('module(elim-avail-extern)'), np.str_('module(iroutliner)'), np.str_('function(dse)'), np.str_('function(gvn-sink)'), np.str_('module(attributor)'), 'function(gvn-hoist)', np.str_('function(newgvn)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(scc-oz-module-inliner)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(scc-oz-module-inliner)')]"
validation,selection,module(globalopt),duplicate_after_first,ok,,0.7677389075310889,0.7677389075310889,0.0,0.7542389075310889,0.7542389075310889,0.0,0.09,0.09,0.0,"[np.str_('module(attributor)'), np.str_('module(elim-avail-extern)'), np.str_('module(iroutliner)'), np.str_('function(dse)'), np.str_('function(gvn-sink)'), np.str_('module(attributor)'), 'function(gvn-hoist)', np.str_('function(newgvn)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(globalopt)'), 'module(globalopt)', np.str_('module(scc-oz-module-inliner)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(scc-oz-module-inliner)')]"
validation,selection,module(globalopt),append_once,ok,,0.7677389075310889,0.7677389075310889,0.0,0.7542389075310889,0.7542389075310889,0.0,0.09,0.09,0.0,"[np.str_('module(attributor)'), np.str_('module(elim-avail-extern)'), np.str_('module(iroutliner)'), np.str_('function(dse)'), np.str_('function(gvn-sink)'), np.str_('module(attributor)'), 'function(gvn-hoist)', np.str_('function(newgvn)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(globalopt)'), np.str_('module(scc-oz-module-inliner)'), np.str_('module(attributor)'), np.str_('module(attributor)'), np.str_('module(scc-oz-module-inliner)'), 'module(globalopt)']"
