metric,matched_baseline,seed_count,program_count_per_seed,geomean_ratio_vs_o3_mean,geomean_ratio_vs_o3_std,geomean_ratio_vs_o3_ci95,speedup_vs_o3_mean,speedup_vs_o3_std,speedup_vs_o3_ci95,worsen_rate_mean,worsen_rate_std,worsen_rate_ci95,invalid_rate_mean,invalid_rate_std,invalid_rate_ci95,worsen_or_invalid_rate_mean,worsen_or_invalid_rate_std,worsen_or_invalid_rate_ci95,improved_total,tied_total,worsened_total,timeout_total,invalid_total
polybench_seconds,o3,10,10,3570.856719950737,11283.961768922518,8071.499173777062,0.4097654660448799,0.2528003699329644,0.18082992647708152,0.5599999999999999,0.20110804171997806,0.14385403157367538,0.35,0.18408935028645435,0.13168043894216025,0.9099999999999999,0.07378647873726217,0.05277999999999999,3,6,56,34,35
