seed,suite,benchmark,pipeline_label,repeat_count,polybench_seconds_mean,polybench_seconds_median,polybench_seconds_std,polybench_seconds_ci95,wall_seconds_mean,wall_seconds_median
,polybench,2mm,none,1,5.82056,5.82056,0.0,0.0,5.870060714893043,5.870060714893043
,polybench,2mm,o3,1,2.326945,2.326945,0.0,0.0,2.3505711669567972,2.3505711669567972
,polybench,correlation,none,1,4.493845,4.493845,0.0,0.0,4.524311033077538,4.524311033077538
,polybench,correlation,o3,1,5.046618,5.046618,0.0,0.0,5.05828269594349,5.05828269594349
456,polybench,2mm,universal,1,11.634725,11.634725,0.0,0.0,11.634725,11.634725
456,polybench,correlation,universal,1,5.482106,5.482106,0.0,0.0,5.50521520501934,5.50521520501934
