metric,matched_baseline,seed_count,program_count_per_seed,geomean_ratio_vs_o3_mean,geomean_ratio_vs_o3_std,geomean_ratio_vs_o3_ci95,speedup_vs_o3_mean,speedup_vs_o3_std,speedup_vs_o3_ci95,worsen_rate_mean,worsen_rate_std,worsen_rate_ci95,invalid_rate_mean,invalid_rate_std,invalid_rate_ci95,worsen_or_invalid_rate_mean,worsen_or_invalid_rate_std,worsen_or_invalid_rate_ci95,improved_total,tied_total,worsened_total,timeout_total,invalid_total
polybench_seconds,o3,10,30,53817.868452370065,170144.5681218745,121705.63576355512,0.10337124901847712,0.10954577447701512,0.07835888195023778,0.6366666666666666,0.15826996782728361,0.11321164859579504,0.31,0.15795764395543072,0.1129882410794248,0.9466666666666667,0.07568616162633954,0.054138856861058855,10,6,191,135,93
