metric,matched_baseline,seed_count,program_count_per_seed,geomean_ratio_vs_o3_mean,geomean_ratio_vs_o3_std,geomean_ratio_vs_o3_ci95,speedup_vs_o3_mean,speedup_vs_o3_std,speedup_vs_o3_ci95,worsen_rate_mean,worsen_rate_std,worsen_rate_ci95,improved_total,tied_total,worsened_total,timeout_total
polybench_seconds,o3,1,2,6.518012976359943,0.0,0.0,0.15342098943756033,0.0,0.0,1.0,0.0,0.0,0,0,2,2
