metric,matched_baseline,seed_count,program_count_per_seed,geomean_ratio_vs_oz_mean,geomean_ratio_vs_oz_std,geomean_ratio_vs_oz_ci95,speedup_vs_oz_mean,speedup_vs_oz_std,speedup_vs_oz_ci95,worsen_rate_mean,worsen_rate_std,worsen_rate_ci95,invalid_rate_mean,invalid_rate_std,invalid_rate_ci95,worsen_or_invalid_rate_mean,worsen_or_invalid_rate_std,worsen_or_invalid_rate_ci95,improved_total,tied_total,worsened_total,timeout_total,invalid_total
polybench_seconds,oz,10,30,46137.182681196435,145860.04029496998,104334.73799693296,0.12084803284983658,0.1402981378718173,0.10035626911052233,0.5733333333333334,0.20715593220304743,0.1481801312217292,0.31,0.15795764395543072,0.1129882410794248,0.8833333333333334,0.1389999555910756,0.0994276699694585,26,9,172,135,93
