seed,program_count,geomean_ratio_vs_o3,mean_ratio_vs_o3,median_ratio_vs_o3,speedup_vs_o3,geomean_ratio_vs_none,improved,tied,worsened,timeout,worsen_rate
456,2,6.518012976359943,6.74844931599966,6.74844931599966,0.15342098943756033,1.9044845673047184,0,0,2,2,1.0
