seed,suite,benchmark,pipeline_label,repeat_count,polybench_seconds_mean,polybench_seconds_median,polybench_seconds_std,polybench_seconds_ci95,wall_seconds_mean,wall_seconds_median
,polybench_full,2mm,none,1,5.787311,5.787311,0.0,0.0,5.835408571874723,5.835408571874723
,polybench_full,2mm,oz,1,2.340097,2.340097,0.0,0.0,2.3634552529547364,2.3634552529547364
,polybench_full,gemm,none,1,3.292183,3.292183,0.0,0.0,3.3410311439074576,3.3410311439074576
,polybench_full,gemm,oz,1,1.215648,1.215648,0.0,0.0,1.239899868844077,1.239899868844077
456,polybench_full,2mm,universal,1,11.700485,11.700485,0.0,0.0,11.700485,11.700485
456,polybench_full,gemm,universal,1,6.07824,6.07824,0.0,0.0,6.07824,6.07824
