seed,suite,benchmark,pipeline_label,repeat_count,polybench_seconds_mean,polybench_seconds_median,polybench_seconds_std,polybench_seconds_ci95,wall_seconds_mean,wall_seconds_median
461,polybench,nussinov,universal,1,3.384292,3.384292,0.0,0.0,3.401956486981362,3.401956486981362
462,polybench,2mm,universal,1,11.41178,11.41178,0.0,0.0,11.41178,11.41178
462,polybench,3mm,universal,1,15.02636,15.02636,0.0,0.0,15.02636,15.02636
462,polybench,correlation,universal,1,5.801018,5.801018,0.0,0.0,5.824710892047733,5.824710892047733
462,polybench,heat-3d,universal,1,10.372625,10.372625,0.0,0.0,10.372625,10.372625
462,polybench,nussinov,universal,1,3.251497,3.251497,0.0,0.0,3.276169793913141,3.276169793913141
463,polybench,2mm,universal,1,11.41178,11.41178,0.0,0.0,11.41178,11.41178
463,polybench,3mm,universal,1,15.02636,15.02636,0.0,0.0,15.02636,15.02636
463,polybench,cholesky,universal,1,5.532865,5.532865,0.0,0.0,5.532865,5.532865
463,polybench,correlation,universal,1,27.520920000000004,27.520920000000004,0.0,0.0,27.520920000000004,27.520920000000004
463,polybench,covariance,universal,1,27.133699999999997,27.133699999999997,0.0,0.0,27.133699999999997,27.133699999999997
463,polybench,heat-3d,universal,1,10.372625,10.372625,0.0,0.0,10.372625,10.372625
463,polybench,jacobi-2d,universal,1,7.449635,7.449635,0.0,0.0,7.449635,7.449635
463,polybench,lu,universal,1,22.504179999999998,22.504179999999998,0.0,0.0,22.504179999999998,22.504179999999998
463,polybench,nussinov,universal,1,3.481121,3.481121,0.0,0.0,3.507531892042607,3.507531892042607
463,polybench,symm,universal,1,9.923404999999999,9.923404999999999,0.0,0.0,9.923404999999999,9.923404999999999
464,polybench,2mm,universal,1,11.41178,11.41178,0.0,0.0,11.41178,11.41178
464,polybench,3mm,universal,1,15.02636,15.02636,0.0,0.0,15.02636,15.02636
464,polybench,correlation,universal,1,5.429835,5.429835,0.0,0.0,5.4492413671687245,5.4492413671687245
464,polybench,covariance,universal,1,5.397623,5.397623,0.0,0.0,5.417276210151613,5.417276210151613
464,polybench,heat-3d,universal,1,10.372625,10.372625,0.0,0.0,10.372625,10.372625
464,polybench,jacobi-2d,universal,1,7.449635,7.449635,0.0,0.0,7.449635,7.449635
464,polybench,nussinov,universal,1,3.442804,3.442804,0.0,0.0,3.4666544410865754,3.4666544410865754
465,polybench,2mm,universal,1,1778380910.045309,1778380910.045309,0.0,0.0,2.324551003985107,2.324551003985107
465,polybench,3mm,universal,1,1778381058.277038,1778381058.277038,0.0,0.0,3.102560085011646,3.102560085011646
465,polybench,correlation,universal,1,5.388151,5.388151,0.0,0.0,5.4008769150823355,5.4008769150823355
465,polybench,covariance,universal,1,27.133699999999997,27.133699999999997,0.0,0.0,27.133699999999997,27.133699999999997
465,polybench,heat-3d,universal,1,1778381592.547463,1778381592.547463,0.0,0.0,3.236276153009385,3.236276153009385
465,polybench,nussinov,universal,1,3.455229,3.455229,0.0,0.0,3.470622072927654,3.470622072927654
