metric,matched_baseline,seed_count,program_count_per_seed,geomean_ratio_vs_oz_mean,geomean_ratio_vs_oz_std,geomean_ratio_vs_oz_ci95,speedup_vs_oz_mean,speedup_vs_oz_std,speedup_vs_oz_ci95,worsen_rate_mean,worsen_rate_std,worsen_rate_ci95,invalid_rate_mean,invalid_rate_std,invalid_rate_ci95,worsen_or_invalid_rate_mean,worsen_or_invalid_rate_std,worsen_or_invalid_rate_ci95,improved_total,tied_total,worsened_total,timeout_total,invalid_total
polybench_seconds,oz,10,10,3252.3780645905754,10277.021000883891,7351.227185648703,0.4330474389466601,0.2821176762728571,0.20180080698392044,0.52,0.21499353995462797,0.15378642852995836,0.35,0.18408935028645435,0.13168043894216025,0.8699999999999999,0.10593499054713802,0.0757760621832515,3,10,52,33,35
