feature_index,feature_name,feature_group,feature_mode,pass_name,scope,edge_source,edge_target,mdi_importance,permutation_mean,permutation_std,mdi_rank,permutation_rank
1,pass_freq:module(scc-oz-module-inliner),pass_freq,lite,module(scc-oz-module-inliner),module,,,0.31966435250343467,0.005307134874429167,0.0020390927572381473,1,1
23,synergy_rate,synergy,lite,,,,,0.0779463194178361,0.0020689513346405027,0.0005841869637237241,3,2
0,pass_freq:module(elim-avail-extern),pass_freq,lite,module(elim-avail-extern),module,,,0.0740642982207118,0.0017278050859163081,0.001252710100638664,4,3
26,scope_ratio:module,scope_ratio,lite,,module,,,0.06838180259287995,0.0012629095619587011,0.0011842833621606454,5,4
5,pass_freq:module(globalopt),pass_freq,lite,module(globalopt),module,,,0.05887027711309871,0.0008249326467326269,0.0006329955033805708,6,5
27,scope_ratio:function,scope_ratio,lite,,function,,,0.12448522069330083,0.0008141130965644754,0.000567956329315771,2,6
11,pass_freq:function(mem2reg),pass_freq,lite,function(mem2reg),function,,,0.04700585937752382,0.0005720218150280825,0.0006847252248759389,8,7
15,pass_freq:function(reassociate),pass_freq,lite,function(reassociate),function,,,0.0018881005154287405,5.201725911820141e-05,4.7604598487824424e-05,30,8
6,pass_freq:function(instsimplify),pass_freq,lite,function(instsimplify),function,,,0.0035643205312813433,3.6485505175782446e-05,3.105798150831529e-05,21,9
8,pass_freq:function(jump-threading),pass_freq,lite,function(jump-threading),function,,,0.0030824559108967075,3.0621035393028735e-05,6.207783288492056e-05,23,10
28,scope_ratio:cgscc,scope_ratio,lite,,cgscc,,,0.01565340616057784,2.053215040197405e-05,0.0002238809617368488,12,11
16,pass_freq:module(inferattrs),pass_freq,lite,module(inferattrs),module,,,0.004731772836261602,5.946739181138423e-06,0.00012886298890471605,20,12
3,pass_freq:function(newgvn),pass_freq,lite,function(newgvn),function,,,0.008699730244200002,3.0920200415679097e-06,0.00014681939630442094,15,13
30,scope_ratio:other,scope_ratio,lite,,other,,,0.0,0.0,0.0,31,14
4,pass_freq:cgscc(attributor-cgscc),pass_freq,lite,cgscc(attributor-cgscc),cgscc,,,0.002693539924590938,-6.98367161347524e-06,3.37504025849577e-05,24,15
29,scope_ratio:loop,scope_ratio,lite,,loop,,,0.015055208391469621,-9.63262992969248e-06,0.00011940049186099971,13,16
9,pass_freq:module(attributor),pass_freq,lite,module(attributor),module,,,0.003514883411269744,-1.5657790665117057e-05,4.354480248667244e-05,22,17
25,self_loop_coverage,self_loop,lite,,,,,0.002399277921467332,-2.393611236361972e-05,3.5397410731908405e-05,26,18
2,pass_freq:function(dse),pass_freq,lite,function(dse),function,,,0.006274732557392927,-2.8293849062970175e-05,3.4499393355789445e-05,17,19
13,pass_freq:module(iroutliner),pass_freq,lite,module(iroutliner),module,,,0.0020579034555915135,-4.845317284839397e-05,5.076220885290135e-05,29,20
12,pass_freq:function(memcpyopt),pass_freq,lite,function(memcpyopt),function,,,0.0020779635587933787,-5.2982350454073254e-05,2.812087471877412e-05,28,21
10,pass_freq:function(gvn-sink),pass_freq,lite,function(gvn-sink),function,,,0.005740553590247999,-0.00010577994666401136,9.822929498754898e-05,18,22
7,pass_freq:function(gvn-hoist),pass_freq,lite,function(gvn-hoist),function,,,0.005284487893879484,-0.00011759838898631834,8.789065945750903e-05,19,23
14,pass_freq:function(dce),pass_freq,lite,function(dce),function,,,0.0024290000584220013,-0.0001390270571178404,0.00010525797155968914,25,24
18,pass_freq:function(lower-switch),pass_freq,lite,function(lower-switch),function,,,0.0020906096460812837,-0.0001544985801377234,5.7239437092062446e-05,27,25
19,seq_len_ratio,sequence_shape,lite,,,,,0.014531500867339472,-0.00017684009105518108,0.00017241756150419458,14,26
17,pass_freq:loop(loop-simplifycfg),pass_freq,lite,loop(loop-simplifycfg),loop,,,0.007005494991733576,-0.00019384836601881277,9.345930239028287e-05,16,27
24,self_loop_hit_rate,self_loop,lite,,,,,0.01815341969375151,-0.000288447841596361,0.0001595066616681205,11,28
22,max_repeat_ratio,sequence_shape,lite,,,,,0.05693730706176909,-0.0004542886625455633,0.0001864214953616776,7,29
20,pass_coverage,sequence_shape,lite,,,,,0.01827638388968729,-0.0005074892910654919,0.00034746214376935074,10,30
21,repeat_mass_ratio,sequence_shape,lite,,,,,0.027439816969080866,-0.000748402650422092,0.00017462200112186978,9,31
