feature_group,feature_count,mdi_sum,mdi_mean,permutation_sum,permutation_mean,mdi_rank,permutation_rank
pass_freq,19,0.38301897028741166,0.020158893173021667,0.006495409090668984,0.00034186363635099916,1,1
scope_ratio,5,0.2040037878628207,0.04080075757256414,0.0008759734573816831,0.00017519469147633663,3,2
self_loop,2,0.060160961782312936,0.030080480891156468,0.0008525273230706309,0.0004262636615353154,5,3
synergy,1,0.11402670577894505,0.11402670577894505,0.0006547693524685795,0.0006547693524685795,4,4
sequence_shape,4,0.23878957428850978,0.059697393572127444,-0.00044075337225940885,-0.00011018834306485221,2,5
