selection_split,counterfactual_split,pass_name,mutation,status,error,original_objective,mutated_objective,delta_objective,original_mean_norm,mutated_mean_norm,delta_mean_norm,original_worsen_rate,mutated_worsen_rate,delta_worsen_rate,mutated_sequence
validation,selection,module(scc-oz-module-inliner),delete_first,ok,,0.6683476442560772,0.6720548120576609,0.003707167801583755,0.6563476442560772,0.6600548120576609,0.003707167801583755,0.08,0.08,0.0,"[np.str_('module(globalopt)'), np.str_('module(attributor)'), 'module(iroutliner)', np.str_('module(iroutliner)'), np.str_('function(dse)'), 'cgscc(attributor-cgscc)', np.str_('function(newgvn)'), 'module(iroutliner)', 'module(elim-avail-extern)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(gvn-sink)', 'function(newgvn)', 'module(globalopt)', np.str_('cgscc(attributor-cgscc)'), np.str_('module(iroutliner)'), np.str_('module(scc-oz-module-inliner)')]"
validation,selection,module(scc-oz-module-inliner),delete_all,ok,,0.6683476442560772,1.28955638622226,0.6212087419661829,0.6563476442560772,1.1860563862222602,0.529708741966183,0.08,0.69,0.61,"[np.str_('module(globalopt)'), np.str_('module(attributor)'), 'module(iroutliner)', np.str_('module(iroutliner)'), np.str_('function(dse)'), 'cgscc(attributor-cgscc)', np.str_('function(newgvn)'), 'module(iroutliner)', 'module(elim-avail-extern)', 'module(attributor)', 'function(gvn-sink)', 'function(newgvn)', 'module(globalopt)', np.str_('cgscc(attributor-cgscc)'), np.str_('module(iroutliner)')]"
validation,selection,module(scc-oz-module-inliner),duplicate_after_first,ok,,0.6683476442560772,0.6683476442560772,0.0,0.6563476442560772,0.6563476442560772,0.0,0.08,0.08,0.0,"[np.str_('module(globalopt)'), np.str_('module(attributor)'), 'module(iroutliner)', np.str_('module(iroutliner)'), np.str_('function(dse)'), 'cgscc(attributor-cgscc)', np.str_('function(newgvn)'), 'module(iroutliner)', 'module(elim-avail-extern)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(scc-oz-module-inliner)', 'module(scc-oz-module-inliner)', 'function(gvn-sink)', 'function(newgvn)', 'module(globalopt)', np.str_('cgscc(attributor-cgscc)'), np.str_('module(iroutliner)'), np.str_('module(scc-oz-module-inliner)')]"
validation,selection,module(scc-oz-module-inliner),append_once,ok,,0.6683476442560772,0.6683476442560772,0.0,0.6563476442560772,0.6563476442560772,0.0,0.08,0.08,0.0,"[np.str_('module(globalopt)'), np.str_('module(attributor)'), 'module(iroutliner)', np.str_('module(iroutliner)'), np.str_('function(dse)'), 'cgscc(attributor-cgscc)', np.str_('function(newgvn)'), 'module(iroutliner)', 'module(elim-avail-extern)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(scc-oz-module-inliner)', 'function(gvn-sink)', 'function(newgvn)', 'module(globalopt)', np.str_('cgscc(attributor-cgscc)'), np.str_('module(iroutliner)'), np.str_('module(scc-oz-module-inliner)'), 'module(scc-oz-module-inliner)']"
validation,selection,module(elim-avail-extern),delete_first,ok,,0.6683476442560772,0.8845624235750531,0.21621477931897592,0.6563476442560772,0.8380624235750531,0.18171477931897595,0.08,0.31,0.22999999999999998,"[np.str_('module(globalopt)'), np.str_('module(attributor)'), 'module(iroutliner)', np.str_('module(iroutliner)'), np.str_('function(dse)'), 'cgscc(attributor-cgscc)', np.str_('function(newgvn)'), 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(scc-oz-module-inliner)', 'function(gvn-sink)', 'function(newgvn)', 'module(globalopt)', np.str_('cgscc(attributor-cgscc)'), np.str_('module(iroutliner)'), np.str_('module(scc-oz-module-inliner)')]"
validation,selection,module(elim-avail-extern),duplicate_after_first,ok,,0.6683476442560772,0.6683476442560772,0.0,0.6563476442560772,0.6563476442560772,0.0,0.08,0.08,0.0,"[np.str_('module(globalopt)'), np.str_('module(attributor)'), 'module(iroutliner)', np.str_('module(iroutliner)'), np.str_('function(dse)'), 'cgscc(attributor-cgscc)', np.str_('function(newgvn)'), 'module(iroutliner)', 'module(elim-avail-extern)', 'module(elim-avail-extern)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(scc-oz-module-inliner)', 'function(gvn-sink)', 'function(newgvn)', 'module(globalopt)', np.str_('cgscc(attributor-cgscc)'), np.str_('module(iroutliner)'), np.str_('module(scc-oz-module-inliner)')]"
validation,selection,module(elim-avail-extern),append_once,ok,,0.6683476442560772,0.6683476442560772,0.0,0.6563476442560772,0.6563476442560772,0.0,0.08,0.08,0.0,"[np.str_('module(globalopt)'), np.str_('module(attributor)'), 'module(iroutliner)', np.str_('module(iroutliner)'), np.str_('function(dse)'), 'cgscc(attributor-cgscc)', np.str_('function(newgvn)'), 'module(iroutliner)', 'module(elim-avail-extern)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(scc-oz-module-inliner)', 'function(gvn-sink)', 'function(newgvn)', 'module(globalopt)', np.str_('cgscc(attributor-cgscc)'), np.str_('module(iroutliner)'), np.str_('module(scc-oz-module-inliner)'), 'module(elim-avail-extern)']"
validation,selection,module(globalopt),delete_first,ok,,0.6683476442560772,0.6716809775894106,0.0033333333333334103,0.6563476442560772,0.6596809775894106,0.0033333333333334103,0.08,0.08,0.0,"[np.str_('module(attributor)'), 'module(iroutliner)', np.str_('module(iroutliner)'), np.str_('function(dse)'), 'cgscc(attributor-cgscc)', np.str_('function(newgvn)'), 'module(iroutliner)', 'module(elim-avail-extern)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(scc-oz-module-inliner)', 'function(gvn-sink)', 'function(newgvn)', 'module(globalopt)', np.str_('cgscc(attributor-cgscc)'), np.str_('module(iroutliner)'), np.str_('module(scc-oz-module-inliner)')]"
validation,selection,module(globalopt),delete_all,ok,,0.6683476442560772,0.8152409690614514,0.1468933248053742,0.6563476442560772,0.7747409690614514,0.11839332480537423,0.08,0.27,0.19,"[np.str_('module(attributor)'), 'module(iroutliner)', np.str_('module(iroutliner)'), np.str_('function(dse)'), 'cgscc(attributor-cgscc)', np.str_('function(newgvn)'), 'module(iroutliner)', 'module(elim-avail-extern)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(scc-oz-module-inliner)', 'function(gvn-sink)', 'function(newgvn)', np.str_('cgscc(attributor-cgscc)'), np.str_('module(iroutliner)'), np.str_('module(scc-oz-module-inliner)')]"
validation,selection,module(globalopt),duplicate_after_first,ok,,0.6683476442560772,0.6683476442560772,0.0,0.6563476442560772,0.6563476442560772,0.0,0.08,0.08,0.0,"[np.str_('module(globalopt)'), 'module(globalopt)', np.str_('module(attributor)'), 'module(iroutliner)', np.str_('module(iroutliner)'), np.str_('function(dse)'), 'cgscc(attributor-cgscc)', np.str_('function(newgvn)'), 'module(iroutliner)', 'module(elim-avail-extern)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(scc-oz-module-inliner)', 'function(gvn-sink)', 'function(newgvn)', 'module(globalopt)', np.str_('cgscc(attributor-cgscc)'), np.str_('module(iroutliner)'), np.str_('module(scc-oz-module-inliner)')]"
