feature_index,feature_name,feature_group,feature_mode,pass_name,scope,edge_source,edge_target,mdi_importance,permutation_mean,permutation_std,mdi_rank,permutation_rank
0,pass_freq:module(elim-avail-extern),pass_freq,lite,module(elim-avail-extern),module,,,0.3515170333299937,0.013455105574032466,0.003954083742393696,1,1
23,synergy_rate,synergy,lite,,,,,0.08497354603608348,0.003544553824552589,0.0019425842925271932,2,2
1,pass_freq:module(scc-oz-module-inliner),pass_freq,lite,module(scc-oz-module-inliner),module,,,0.045169019554949695,0.0013328362677424224,0.000255550731747096,5,3
5,pass_freq:function(mem2reg),pass_freq,lite,function(mem2reg),function,,,0.0385209737716068,0.0011777547162362457,0.00027703517406617946,7,4
22,max_repeat_ratio,sequence_shape,lite,,,,,0.03558990142031703,0.0004903650159336752,0.0005392824864047011,10,5
9,pass_freq:function(gvn-hoist),pass_freq,lite,function(gvn-hoist),function,,,0.006074001721248511,0.0003272232137150425,0.00026790549185401187,20,6
10,pass_freq:function(dce),pass_freq,lite,function(dce),function,,,0.002811679728238891,0.000110766921257076,8.17865183047343e-05,29,7
12,pass_freq:function(gvn-sink),pass_freq,lite,function(gvn-sink),function,,,0.006068893126556796,0.00010631651002265854,0.00010988860741921185,21,8
6,pass_freq:function(instsimplify),pass_freq,lite,function(instsimplify),function,,,0.006554633991764269,6.28291136735853e-05,0.00015043285211149685,19,9
28,scope_ratio:cgscc,scope_ratio,lite,,cgscc,,,0.012518009004858945,5.167821502899319e-05,0.0001259397048722317,15,10
7,pass_freq:function(reassociate),pass_freq,lite,function(reassociate),function,,,0.008489103727286,4.311396698358869e-05,0.00017063912965277963,17,11
17,pass_freq:loop(loop-simplifycfg),pass_freq,lite,loop(loop-simplifycfg),loop,,,0.004812235491198105,4.001787835281392e-06,2.0586957698068628e-05,23,12
30,scope_ratio:other,scope_ratio,lite,,other,,,0.0,0.0,0.0,31,13
4,pass_freq:function(newgvn),pass_freq,lite,function(newgvn),function,,,0.0032717534383810876,-1.134903122641112e-06,4.082374913578002e-05,26,14
24,self_loop_hit_rate,self_loop,lite,,,,,0.03110682141403669,-1.5927702659916666e-05,0.00026883312010144225,12,15
29,scope_ratio:loop,scope_ratio,lite,,loop,,,0.025382355979160248,-1.9850755158198202e-05,0.0003729007842058625,13,16
2,pass_freq:module(iroutliner),pass_freq,lite,module(iroutliner),module,,,0.0030791590631442977,-2.8332546460620514e-05,5.141310410039732e-05,27,17
18,pass_freq:function(lower-switch),pass_freq,lite,function(lower-switch),function,,,0.00741270686199666,-3.682247898174496e-05,0.0001247618041556899,18,18
14,pass_freq:function(dse),pass_freq,lite,function(dse),function,,,0.003373736754934369,-7.125113322346572e-05,8.627045930770271e-05,25,19
13,pass_freq:cgscc(attributor-cgscc),pass_freq,lite,cgscc(attributor-cgscc),cgscc,,,0.0029802760046024174,-7.49753104350992e-05,7.546118811647025e-05,28,20
15,pass_freq:module(attributor),pass_freq,lite,module(attributor),module,,,0.008844783732237767,-9.825641898571474e-05,0.0002274654750908372,16,21
25,self_loop_coverage,self_loop,lite,,,,,0.004007731548152967,-0.00010508187758426404,5.4031959713532865e-05,24,22
11,pass_freq:function(jump-threading),pass_freq,lite,function(jump-threading),function,,,0.002701271693452292,-0.0001530286957622822,8.082358234042306e-05,30,23
16,pass_freq:module(inferattrs),pass_freq,lite,module(inferattrs),module,,,0.004829448022367715,-0.00016339434205254604,0.00022638371494057804,22,24
8,pass_freq:function(memcpyopt),pass_freq,lite,function(memcpyopt),function,,,0.020536613029410112,-0.00020409321627527598,0.00012340788927950495,14,25
27,scope_ratio:function,scope_ratio,lite,,function,,,0.04408033294699934,-0.00023133804365509797,0.0004185160605363088,6,26
20,pass_coverage,sequence_shape,lite,,,,,0.03280942140253747,-0.00033643043716935045,0.00017729799286363748,11,27
19,seq_len_ratio,sequence_shape,lite,,,,,0.06517265129965903,-0.00033940660107030973,0.0007803074742857739,3,28
3,pass_freq:module(globalopt),pass_freq,lite,module(globalopt),module,,,0.0639488668384379,-0.00041616648247918186,0.0007915580871257553,4,29
26,scope_ratio:module,scope_ratio,lite,,module,,,0.03569232437683903,-0.0006339891365998752,0.0009241484179804716,9,30
21,repeat_mass_ratio,sequence_shape,lite,,,,,0.03767071468954842,-0.0007330278156822774,0.0005953407642567798,8,31
