feature_group,feature_count,mdi_sum,mdi_mean,permutation_sum,permutation_mean,mdi_rank,permutation_rank
pass_freq,19,0.5909961898818074,0.031105062625358282,0.015372492543719795,0.0008090785549326208,1,1
synergy,1,0.08497354603608348,0.08497354603608348,0.003544553824552589,0.003544553824552589,4,2
self_loop,2,0.035114552962189655,0.017557276481094827,-0.00012100958024418071,-6.0504790122090356e-05,5,3
scope_ratio,5,0.11767302230785756,0.02353460446157151,-0.0008334997203841782,-0.00016669994407683564,3,4
sequence_shape,4,0.17124268881206195,0.04281067220301549,-0.0009184998379882625,-0.00022962495949706562,2,5
