feature_index,feature_name,feature_group,feature_mode,pass_name,scope,edge_source,edge_target,mdi_importance,permutation_mean,permutation_std,mdi_rank,permutation_rank
1,pass_freq:module(scc-oz-module-inliner),pass_freq,lite,module(scc-oz-module-inliner),module,,,0.0981853303242214,0.015732153486197477,0.002684020649633464,2,1
23,synergy_rate,synergy,lite,,,,,0.2831504076654885,0.009227399909426877,0.0032317578035972005,1,2
10,pass_freq:module(elim-avail-extern),pass_freq,lite,module(elim-avail-extern),module,,,0.04002307069605826,0.0028783109487451643,0.0007313557289789695,8,3
26,scope_ratio:module,scope_ratio,lite,,module,,,0.053691257351129895,0.001362828483843006,0.0010599387551811868,6,4
20,pass_coverage,sequence_shape,lite,,,,,0.044979962046007634,0.0010352975481904131,0.0003508328489106176,7,5
19,seq_len_ratio,sequence_shape,lite,,,,,0.02885005805098349,0.0009542875598433802,0.0004211751355146539,12,6
21,repeat_mass_ratio,sequence_shape,lite,,,,,0.09243491680504382,0.0007268849455938396,0.0007571925917581346,3,7
5,pass_freq:module(globalopt),pass_freq,lite,module(globalopt),module,,,0.03906373471809852,0.0007166711592285768,0.0005888279899656635,9,8
27,scope_ratio:function,scope_ratio,lite,,function,,,0.05835999587428856,0.0005641733201516199,0.000672447915572723,4,9
4,pass_freq:function(gvn-sink),pass_freq,lite,function(gvn-sink),function,,,0.0062793341112777155,0.0005038185375317479,0.00036530659688480507,22,10
15,pass_freq:function(instsimplify),pass_freq,lite,function(instsimplify),function,,,0.006986515271640645,0.0004861896331505796,0.0001498740635655594,20,11
29,scope_ratio:loop,scope_ratio,lite,,loop,,,0.019378429196882048,0.00047260124899216744,0.0005811969676018778,13,12
3,pass_freq:module(iroutliner),pass_freq,lite,module(iroutliner),module,,,0.00324113876106307,0.00028639545311567627,0.00010390044370793951,26,13
7,pass_freq:function(memcpyopt),pass_freq,lite,function(memcpyopt),function,,,0.008551358499857942,0.0002769125715995739,0.00033444834470969204,17,14
25,self_loop_coverage,self_loop,lite,,,,,0.0028023444186195887,0.00021474055931543709,0.0001594560686673775,28,15
12,pass_freq:function(dce),pass_freq,lite,function(dce),function,,,0.05646518323135604,0.0001770881146325124,0.001549968561846242,5,16
16,pass_freq:loop(loop-simplifycfg),pass_freq,lite,loop(loop-simplifycfg),loop,,,0.007965526951004973,0.00014666322199497102,0.0001576240301057235,18,17
9,pass_freq:function(jump-threading),pass_freq,lite,function(jump-threading),function,,,0.0047796757442279915,9.877344899275157e-05,0.00013044447693604568,23,18
14,pass_freq:function(newgvn),pass_freq,lite,function(newgvn),function,,,0.003079350959986758,8.751371826506323e-05,0.00011803213131424077,27,19
8,pass_freq:function(reassociate),pass_freq,lite,function(reassociate),function,,,0.002507163689810151,6.657492472622733e-05,8.54984502759598e-05,29,20
2,pass_freq:function(dse),pass_freq,lite,function(dse),function,,,0.002348994662164853,6.93307580453377e-06,5.78162031554719e-05,30,21
30,scope_ratio:other,scope_ratio,lite,,other,,,0.0,0.0,0.0,31,22
0,pass_freq:module(attributor),pass_freq,lite,module(attributor),module,,,0.0034880463571716072,-2.061523959044839e-05,0.00020964540801391614,25,23
13,pass_freq:function(gvn-hoist),pass_freq,lite,function(gvn-hoist),function,,,0.00420982374309337,-0.00015304253834913935,9.265342128373547e-05,24,24
18,pass_freq:function(lower-switch),pass_freq,lite,function(lower-switch),function,,,0.01844534546738659,-0.0001638575235581599,0.00027925314454052086,14,25
11,pass_freq:cgscc(attributor-cgscc),pass_freq,lite,cgscc(attributor-cgscc),cgscc,,,0.006701303361119267,-0.00021142900512619058,0.00031049025205564113,21,26
28,scope_ratio:cgscc,scope_ratio,lite,,cgscc,,,0.016547806315122964,-0.00032112113190705115,0.0006216545423643171,15,27
17,pass_freq:module(inferattrs),pass_freq,lite,module(inferattrs),module,,,0.007125401889649851,-0.00042101914696856396,0.0002962035553597884,19,28
24,self_loop_hit_rate,self_loop,lite,,,,,0.032117047001553184,-0.0004357111916245528,0.0005158475730988753,11,29
6,pass_freq:function(mem2reg),pass_freq,lite,function(mem2reg),function,,,0.012644974331862954,-0.000508969538214617,0.0006380066748640236,16,30
22,max_repeat_ratio,sequence_shape,lite,,,,,0.03559650250382846,-0.000532693827200002,0.0008339960816642489,10,31
