seed,strategy,budget,target_program_count,perprogram_mean_norm,perprogram_worsen_rate,perprogram_objective,perprogram_eval_count,perprogram_candidate_sequence_count,perprogram_target_feedback_eval_count,rfunipass_mean_norm,rfunipass_worsen_rate,rfunipass_objective,rfunipass_eval_count,rfunipass_target_feedback_eval_count,matched_by_mean,matched_by_objective,matched_by_objective_and_worsen,eval_ratio_vs_rfunipass,run_dir,metrics_scope
456,rio_random,1,2,1.0938719750195158,1.0,1.2438719750195157,2.0,2.0,2.0,0.7453366431157349,0.16,0.7693366431157349,40600.0,0.0,False,False,False,4.926108374384237e-05,/root/exp/PerProgramAutoTune/results/20260507_123105_584414_smoke_cost_parity_seed456_budget1,full_test_metrics_for_limited_smoke_targets
