run_id,name,group,description,changed,runner_kind,batch_id,batch_index,batch_size,experiment_seed,split_seed,objective_kind,objective_baseline,backend_opt_level,loop_nesting_policy,feature_mode,started_at,finished_at,wall_runtime_s,exit_code,selection_split,selection_objective,search_train_count,validation_count,test_count,search_train_signature,validation_signature,test_signature,search_train_obj,search_train_mean,search_train_worsen_rate,validation_obj,validation_mean,validation_worsen_rate,test_obj,test_mean,test_worsen_rate,final_length_effective,final_length_raw,iter_count,log_path,manifest_path,final_pipeline_effective
20260510_141734_083875_feature_lite_seed456,feature_lite,feature_ablation,切换到 Lite 特征编码，保留其余搜索流程不变。,"EXPERIMENT_SEED=456, FEATURE_MODE=lite, GA_GEN=5, GA_POP=200, ITERS=100, MAX_SEQ_LEN=120, MIN_VAL_PROGRAMS=5, SEED_TOPK=0, SPLIT_SEED=456, TEST_TOPK=50, TRAIN_TOPK=200, VAL_RATIO=0.5",multi_seed,20260510_141734_083605_feature_lite_multiseed_objw_060_3seeds,1,3,456,456,instrcount,oz,-O0,wrap,lite,2026-05-10T14:17:34,2026-05-10T14:17:35,1.617103,1,,,,,,,,,,,,,,,,,,,,0,/root/exp/RFunipassLab/results/logs/20260510_141734_083875_feature_lite_seed456.log,/root/exp/RFunipassLab/results/manifests/20260510_141734_083875_feature_lite_seed456.json,
20260510_141735_702266_feature_lite_seed457,feature_lite,feature_ablation,切换到 Lite 特征编码，保留其余搜索流程不变。,"EXPERIMENT_SEED=457, FEATURE_MODE=lite, GA_GEN=5, GA_POP=200, ITERS=100, MAX_SEQ_LEN=120, MIN_VAL_PROGRAMS=5, SEED_TOPK=0, SPLIT_SEED=457, TEST_TOPK=50, TRAIN_TOPK=200, VAL_RATIO=0.5",multi_seed,20260510_141734_083605_feature_lite_multiseed_objw_060_3seeds,2,3,457,457,instrcount,oz,-O0,wrap,lite,2026-05-10T14:17:35,2026-05-10T14:17:37,1.700054,1,,,,,,,,,,,,,,,,,,,,0,/root/exp/RFunipassLab/results/logs/20260510_141735_702266_feature_lite_seed457.log,/root/exp/RFunipassLab/results/manifests/20260510_141735_702266_feature_lite_seed457.json,
20260510_141737_404122_feature_lite_seed458,feature_lite,feature_ablation,切换到 Lite 特征编码，保留其余搜索流程不变。,"EXPERIMENT_SEED=458, FEATURE_MODE=lite, GA_GEN=5, GA_POP=200, ITERS=100, MAX_SEQ_LEN=120, MIN_VAL_PROGRAMS=5, SEED_TOPK=0, SPLIT_SEED=458, TEST_TOPK=50, TRAIN_TOPK=200, VAL_RATIO=0.5",multi_seed,20260510_141734_083605_feature_lite_multiseed_objw_060_3seeds,3,3,458,458,instrcount,oz,-O0,wrap,lite,2026-05-10T14:17:37,2026-05-10T14:17:38,1.580463,1,,,,,,,,,,,,,,,,,,,,0,/root/exp/RFunipassLab/results/logs/20260510_141737_404122_feature_lite_seed458.log,/root/exp/RFunipassLab/results/manifests/20260510_141737_404122_feature_lite_seed458.json,
