run_id,name,group,description,changed,runner_kind,batch_id,batch_index,batch_size,experiment_seed,split_seed,objective_kind,objective_baseline,backend_opt_level,loop_nesting_policy,feature_mode,started_at,finished_at,wall_runtime_s,exit_code,selection_split,selection_objective,search_train_count,validation_count,test_count,search_train_signature,validation_signature,test_signature,search_train_obj,search_train_mean,search_train_worsen_rate,validation_obj,validation_mean,validation_worsen_rate,test_obj,test_mean,test_worsen_rate,final_length_effective,final_length_raw,iter_count,log_path,manifest_path,final_pipeline_effective
20260510_195248_525320_feature_lite_seed458,feature_lite,feature_ablation,切换到 Lite 特征编码，保留其余搜索流程不变。,"EXPERIMENT_SEED=458, FEATURE_MODE=lite, GA_GEN=5, GA_POP=200, ITERS=100, MAX_SEQ_LEN=120, MIN_VAL_PROGRAMS=5, SEED_TOPK=0, SPLIT_SEED=458, TEST_TOPK=50, TRAIN_TOPK=200, VAL_RATIO=0.5",multi_seed,20260510_183020_137229_feature_lite_multiseed_objw_100_3seeds,3,3,458,458,instrcount,oz,-O0,wrap,lite,2026-05-10T19:52:48,2026-05-10T20:18:44,1555.802673,0,validation,0.8087741842637961,100,100,50,8c651010a3ff27fec9f7e5d5efa9cee41062e869,dd8f07df3ff69242e6dacb9d6936f2a026580e81,a482a9715f2cdbf9817e6c112cc95b7aa635e4fb,0.8226840452807636,0.7626840452807635,0.06,0.8087741842637961,0.748774184263796,0.06,0.9841702328800456,0.8241702328800455,0.16,13,13,100,/root/exp/RFunipassLab/results/logs/20260510_195248_525320_feature_lite_seed458.log,/root/exp/RFunipassLab/results/manifests/20260510_195248_525320_feature_lite_seed458.json,"module(elim-avail-extern),module(iroutliner),function(gvn-hoist),module(attributor),module(globalopt),module(scc-oz-module-inliner),module(scc-oz-module-inliner),module(inferattrs),module(attributor),module(iroutliner),module(scc-oz-module-inliner),cgscc(attributor-cgscc),module(scc-oz-module-inliner)"
20260510_183020_137491_feature_lite_seed456,feature_lite,feature_ablation,切换到 Lite 特征编码，保留其余搜索流程不变。,"EXPERIMENT_SEED=456, FEATURE_MODE=lite, GA_GEN=5, GA_POP=200, ITERS=100, MAX_SEQ_LEN=120, MIN_VAL_PROGRAMS=5, SEED_TOPK=0, SPLIT_SEED=456, TEST_TOPK=50, TRAIN_TOPK=200, VAL_RATIO=0.5",multi_seed,20260510_183020_137229_feature_lite_multiseed_objw_100_3seeds,1,3,456,456,instrcount,oz,-O0,wrap,lite,2026-05-10T18:30:20,2026-05-10T19:13:21,2581.196969,0,validation,0.8600215903326568,100,100,50,3ad90166bf9bd1af93680f15067615fd4f341481,bd5a000b3f740ace9576f4dfa0d99ceaf5cd6247,42411d4d4c9d084430c688042fea453b6b352eea,0.8684819457495236,0.7984819457495236,0.07,0.8600215903326568,0.7700215903326568,0.09,0.9205647428283855,0.7805647428283855,0.14,19,19,100,/root/exp/RFunipassLab/results/logs/20260510_183020_137491_feature_lite_seed456.log,/root/exp/RFunipassLab/results/manifests/20260510_183020_137491_feature_lite_seed456.json,"module(elim-avail-extern),module(iroutliner),module(inferattrs),function(gvn-hoist),function(gvn-sink),module(globalopt),function(memcpyopt),module(iroutliner),module(attributor),module(scc-oz-module-inliner),function(gvn-sink),function(newgvn),function(gvn-sink),module(attributor),function(gvn-hoist),module(attributor),module(scc-oz-module-inliner),function(gvn-hoist),module(scc-oz-module-inliner)"
20260510_191321_401631_feature_lite_seed457,feature_lite,feature_ablation,切换到 Lite 特征编码，保留其余搜索流程不变。,"EXPERIMENT_SEED=457, FEATURE_MODE=lite, GA_GEN=5, GA_POP=200, ITERS=100, MAX_SEQ_LEN=120, MIN_VAL_PROGRAMS=5, SEED_TOPK=0, SPLIT_SEED=457, TEST_TOPK=50, TRAIN_TOPK=200, VAL_RATIO=0.5",multi_seed,20260510_183020_137229_feature_lite_multiseed_objw_100_3seeds,2,3,457,457,instrcount,oz,-O0,wrap,lite,2026-05-10T19:13:21,2026-05-10T19:52:48,2367.066468,0,validation,0.9286317064040682,100,100,50,8cdb16291f35559effd96f7e4420b86a084ca961,0e8d483fbecaf170dc55da4f941b09188bbf9bf2,f68c78b484e63824ec49becfd7a5e2e2baf475d5,0.9393066477582324,0.7993066477582323,0.14,0.9286317064040682,0.7786317064040682,0.15,0.9012918055293282,0.7812918055293282,0.12,12,12,100,/root/exp/RFunipassLab/results/logs/20260510_191321_401631_feature_lite_seed457.log,/root/exp/RFunipassLab/results/manifests/20260510_191321_401631_feature_lite_seed457.json,"module(attributor),function(dse),function(gvn-sink),module(iroutliner),module(iroutliner),module(elim-avail-extern),module(globalopt),module(attributor),module(scc-oz-module-inliner),module(scc-oz-module-inliner),module(attributor),module(scc-oz-module-inliner)"
