feature_index,feature_name,feature_group,feature_mode,pass_name,scope,edge_source,edge_target,mdi_importance,permutation_mean,permutation_std,mdi_rank,permutation_rank
13,pass_freq:module(scc-oz-module-inliner),pass_freq,lite,module(scc-oz-module-inliner),module,,,0.145260469229054,0.0034277201003312984,0.0016457734047621911,1,1
0,pass_freq:module(elim-avail-extern),pass_freq,lite,module(elim-avail-extern),module,,,0.06361941599860352,0.002691494771996622,0.0006491012385084439,5,2
26,scope_ratio:module,scope_ratio,lite,,module,,,0.13080610673982979,0.0008114762130827992,0.0008378983798843714,2,3
27,scope_ratio:function,scope_ratio,lite,,function,,,0.06304642660923973,0.0006400437904462901,0.0002825706385799344,6,4
8,pass_freq:function(jump-threading),pass_freq,lite,function(jump-threading),function,,,0.016264500635272076,0.0006093378025502589,0.0002132582220345611,16,5
1,pass_freq:function(mem2reg),pass_freq,lite,function(mem2reg),function,,,0.02128786354405122,0.0005477743610710944,0.00039167015833693785,14,6
28,scope_ratio:cgscc,scope_ratio,lite,,cgscc,,,0.028937592821375424,0.000535098218640375,0.00017669432389916465,12,7
23,synergy_rate,synergy,lite,,,,,0.048171419057939764,0.00045582645005072775,0.0003384068097776591,9,8
4,pass_freq:function(reassociate),pass_freq,lite,function(reassociate),function,,,0.008617291270372305,0.000412978545768089,0.000149866212807751,18,9
12,pass_freq:function(gvn-sink),pass_freq,lite,function(gvn-sink),function,,,0.057518675549189054,0.0003420052321871453,0.00018187945037342827,7,10
9,pass_freq:module(globalopt),pass_freq,lite,module(globalopt),module,,,0.030592570335874494,0.00023986017024448612,0.0002577515739395106,11,11
6,pass_freq:function(gvn-hoist),pass_freq,lite,function(gvn-hoist),function,,,0.004534247092073266,0.00020193253625257028,8.905983245707345e-05,22,12
10,pass_freq:module(attributor),pass_freq,lite,module(attributor),module,,,0.07104718607217021,0.00019981445733340195,0.0002463182536249458,4,13
19,seq_len_ratio,sequence_shape,lite,,,,,0.054170540572907294,4.645516545136348e-05,0.00027098865289431034,8,14
11,pass_freq:cgscc(attributor-cgscc),pass_freq,lite,cgscc(attributor-cgscc),cgscc,,,0.0070731564646205145,3.8928014792585265e-05,0.00014173575967327075,20,15
5,pass_freq:function(memcpyopt),pass_freq,lite,function(memcpyopt),function,,,0.006036586322598842,3.0239730472444993e-05,6.554876803193649e-05,21,16
14,pass_freq:function(dse),pass_freq,lite,function(dse),function,,,0.0012625423277713881,2.3708391014915993e-05,5.280821622688148e-05,28,17
16,pass_freq:module(inferattrs),pass_freq,lite,module(inferattrs),module,,,0.002136217630815847,2.2940065585484377e-05,2.2053193183915225e-05,26,18
2,pass_freq:function(instsimplify),pass_freq,lite,function(instsimplify),function,,,0.002740508219455407,1.8391103760428788e-05,8.393130689331327e-05,24,19
18,pass_freq:function(lower-switch),pass_freq,lite,function(lower-switch),function,,,0.0026418071211940573,1.5535418081886673e-05,4.410922211867474e-05,25,20
29,scope_ratio:loop,scope_ratio,lite,,loop,,,0.0005638792292766072,1.2969134739126454e-05,1.6319631845253707e-05,30,21
17,pass_freq:loop(loop-simplifycfg),pass_freq,lite,loop(loop-simplifycfg),loop,,,0.0017032963009729852,1.2878055268119616e-05,1.3810817590648595e-05,27,22
7,pass_freq:function(dce),pass_freq,lite,function(dce),function,,,0.0032425873156538476,2.5409319209636697e-06,6.900970399461819e-05,23,23
30,scope_ratio:other,scope_ratio,lite,,other,,,0.0,0.0,0.0,31,24
22,max_repeat_ratio,sequence_shape,lite,,,,,0.046629235104220686,-2.9120943254865548e-05,0.0004382818606764504,10,25
25,self_loop_coverage,self_loop,lite,,,,,0.0008688107181131173,-5.228724330977388e-05,3.0124230245780678e-05,29,26
20,pass_coverage,sequence_shape,lite,,,,,0.022588683035888738,-7.80592457896358e-05,0.0001874421821067852,13,27
3,pass_freq:module(iroutliner),pass_freq,lite,module(iroutliner),module,,,0.010952774470083243,-0.00015642137616477832,9.390695304099832e-05,17,28
24,self_loop_hit_rate,self_loop,lite,,,,,0.01956146584805838,-0.00021662469830991334,8.47449869969257e-05,15,29
21,repeat_mass_ratio,sequence_shape,lite,,,,,0.12076881110118215,-0.00033659916577405256,0.0004774723569235316,3,30
15,pass_freq:function(newgvn),pass_freq,lite,function(newgvn),function,,,0.007355333262142098,-0.0004798124447470506,0.00010009481708342712,19,31
