selection_split,counterfactual_split,pass_name,mutation,status,error,original_objective,mutated_objective,delta_objective,original_mean_norm,mutated_mean_norm,delta_mean_norm,original_worsen_rate,mutated_worsen_rate,delta_worsen_rate,mutated_sequence
validation,selection,module(elim-avail-extern),delete_first,ok,,0.7096418438436655,1.0042436597083586,0.29460181586469314,0.7021418438436655,0.9472436597083587,0.24510181586469315,0.05,0.38,0.33,"['module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', np.str_('function(instsimplify)'), 'function(dse)', 'module(attributor)', 'function(dse)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(gvn-hoist)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)']"
validation,selection,module(elim-avail-extern),duplicate_after_first,ok,,0.7096418438436655,0.7096418438436655,0.0,0.7021418438436655,0.7021418438436655,0.0,0.05,0.05,0.0,"['module(elim-avail-extern)', 'module(elim-avail-extern)', 'module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', np.str_('function(instsimplify)'), 'function(dse)', 'module(attributor)', 'function(dse)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(gvn-hoist)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)']"
validation,selection,module(elim-avail-extern),append_once,ok,,0.7096418438436655,0.7096418438436655,0.0,0.7021418438436655,0.7021418438436655,0.0,0.05,0.05,0.0,"['module(elim-avail-extern)', 'module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', np.str_('function(instsimplify)'), 'function(dse)', 'module(attributor)', 'function(dse)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(gvn-hoist)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(elim-avail-extern)']"
validation,selection,module(globalopt),delete_first,ok,,0.7096418438436655,0.8901126609084715,0.18047081706480606,0.7021418438436655,0.8466126609084715,0.14447081706480602,0.05,0.29,0.24,"['module(elim-avail-extern)', 'module(iroutliner)', 'function(gvn-hoist)', np.str_('function(instsimplify)'), 'function(dse)', 'module(attributor)', 'function(dse)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(gvn-hoist)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)']"
validation,selection,module(globalopt),duplicate_after_first,ok,,0.7096418438436655,0.7096418438436655,0.0,0.7021418438436655,0.7021418438436655,0.0,0.05,0.05,0.0,"['module(elim-avail-extern)', 'module(globalopt)', 'module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', np.str_('function(instsimplify)'), 'function(dse)', 'module(attributor)', 'function(dse)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(gvn-hoist)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)']"
validation,selection,module(globalopt),append_once,ok,,0.7096418438436655,0.7096418438436655,0.0,0.7021418438436655,0.7021418438436655,0.0,0.05,0.05,0.0,"['module(elim-avail-extern)', 'module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', np.str_('function(instsimplify)'), 'function(dse)', 'module(attributor)', 'function(dse)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(gvn-hoist)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(globalopt)']"
validation,selection,module(scc-oz-module-inliner),delete_first,ok,,0.7096418438436655,0.7526906427980715,0.04304879895440605,0.7021418438436655,0.7406906427980715,0.038548798954405994,0.05,0.08,0.03,"['module(elim-avail-extern)', 'module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', np.str_('function(instsimplify)'), 'function(dse)', 'module(attributor)', 'function(dse)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'function(gvn-hoist)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)']"
validation,selection,module(scc-oz-module-inliner),delete_all,ok,,0.7096418438436655,1.779755576286826,1.0701137324431604,0.7021418438436655,1.643255576286826,0.9411137324431604,0.05,0.91,0.86,"['module(elim-avail-extern)', 'module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', np.str_('function(instsimplify)'), 'function(dse)', 'module(attributor)', 'function(dse)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'function(gvn-hoist)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)']"
validation,selection,module(scc-oz-module-inliner),duplicate_after_first,ok,,0.7096418438436655,0.7076418438436654,-0.002000000000000113,0.7021418438436655,0.7001418438436654,-0.002000000000000113,0.05,0.05,0.0,"['module(elim-avail-extern)', 'module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', np.str_('function(instsimplify)'), 'function(dse)', 'module(attributor)', 'function(dse)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(scc-oz-module-inliner)', 'function(gvn-hoist)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)']"
validation,selection,module(scc-oz-module-inliner),append_once,ok,,0.7096418438436655,0.7096418438436655,0.0,0.7021418438436655,0.7021418438436655,0.0,0.05,0.05,0.0,"['module(elim-avail-extern)', 'module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', np.str_('function(instsimplify)'), 'function(dse)', 'module(attributor)', 'function(dse)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(gvn-hoist)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(scc-oz-module-inliner)']"
validation,selection,function(mem2reg),append_once,ok,,0.7096418438436655,0.7096418438436655,0.0,0.7021418438436655,0.7021418438436655,0.0,0.05,0.05,0.0,"['module(elim-avail-extern)', 'module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', np.str_('function(instsimplify)'), 'function(dse)', 'module(attributor)', 'function(dse)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(gvn-hoist)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(mem2reg)']"
validation,selection,module(inferattrs),append_once,ok,,0.7096418438436655,0.7096418438436655,0.0,0.7021418438436655,0.7021418438436655,0.0,0.05,0.05,0.0,"['module(elim-avail-extern)', 'module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', np.str_('function(instsimplify)'), 'function(dse)', 'module(attributor)', 'function(dse)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(gvn-hoist)', 'function(gvn-sink)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'module(inferattrs)']"
